idade,pontuação,anos escolares,ganho de capital,perda de capital,horas semanais,renda,classe
47,355978,16,0,2002,45, <=50K,1
23,209034,9,3942,0,40, <=50K,1
40,408229,2,0,0,45, <=50K,1
40,119101,10,0,1887,68, >50K,0
68,122094,9,0,0,15, <=50K,1
53,123092,9,0,0,40, <=50K,1
17,126779,7,0,0,20, <=50K,1
48,205424,13,0,0,40, >50K,0
18,201686,7,0,0,4, <=50K,1
54,42924,10,0,0,50, <=50K,1
53,117058,9,0,0,40, <=50K,1
47,51579,10,0,0,50, <=50K,1
26,164018,13,4064,0,50, <=50K,1
57,222216,11,0,0,38, <=50K,1
23,227943,12,0,0,30, <=50K,1
34,419691,13,7298,0,54, >50K,0
35,144172,12,0,0,16, <=50K,1
37,327164,10,0,0,70, <=50K,1
30,98733,10,0,0,20, <=50K,1
21,196827,12,0,0,10, <=50K,1
32,191777,11,0,0,35, <=50K,1
38,210866,9,0,0,44, >50K,0
25,219987,12,0,0,13, <=50K,1
37,119098,13,0,0,50, >50K,0
61,115882,2,0,0,20, <=50K,1
20,238685,10,0,0,32, <=50K,1
62,159699,13,0,0,38, <=50K,1
27,185647,9,0,0,50, >50K,0
17,95446,6,0,0,15, <=50K,1
37,330826,11,0,0,30, <=50K,1
46,167915,9,0,0,40, <=50K,1
38,155676,9,0,0,40, <=50K,1
19,109005,10,0,0,40, <=50K,1
29,147340,10,0,0,40, <=50K,1
19,84747,9,0,0,24, <=50K,1
48,143542,9,0,0,40, <=50K,1
19,199480,6,0,0,25, <=50K,1
31,342730,12,0,0,45, <=50K,1
28,191088,9,0,1741,52, <=50K,1
40,29927,9,0,0,45, <=50K,1
65,205309,9,0,0,20, <=50K,1
38,256864,11,0,0,40, <=50K,1
18,261276,10,0,1602,40, <=50K,1
30,296453,13,7298,0,40, >50K,0
34,238912,9,0,0,40, <=50K,1
41,252127,10,0,0,20, <=50K,1
23,403107,3,0,0,40, <=50K,1
40,32214,12,0,0,40, <=50K,1
26,233777,9,0,0,40, >50K,0
45,102771,9,0,1887,40, >50K,0
35,42044,12,0,0,40, <=50K,1
78,184759,4,1797,0,15, <=50K,1
54,230951,13,0,0,40, >50K,0
36,316298,13,0,0,40, <=50K,1
29,83742,9,0,0,45, <=50K,1
21,89154,7,0,0,42, <=50K,1
38,234807,13,0,0,50, >50K,0
32,42900,15,15024,0,50, >50K,0
34,186269,9,0,0,40, <=50K,1
32,244147,9,0,0,10, <=50K,1
20,236592,8,0,0,35, <=50K,1
33,175509,9,0,0,40, <=50K,1
37,26698,10,0,1485,44, >50K,0
39,165106,13,0,1564,50, >50K,0
31,108464,12,0,0,40, <=50K,1
24,291355,10,0,0,60, <=50K,1
48,139290,6,0,0,48, <=50K,1
43,185832,10,0,0,48, >50K,0
27,165412,9,0,0,40, <=50K,1
29,142760,9,0,0,40, <=50K,1
65,111095,9,0,0,16, <=50K,1
29,199450,10,0,0,40, <=50K,1
37,328466,9,0,0,72, <=50K,1
32,400535,9,3781,0,40, <=50K,1
55,217802,10,0,0,25, <=50K,1
25,60358,13,0,0,40, <=50K,1
40,287079,9,0,0,55, <=50K,1
39,196673,9,5013,0,40, <=50K,1
41,266510,9,0,0,40, <=50K,1
29,190350,8,0,0,35, <=50K,1
43,200734,9,0,0,40, <=50K,1
17,198146,7,0,0,15, <=50K,1
20,211968,10,0,0,15, <=50K,1
56,129836,9,0,0,10, <=50K,1
40,225978,10,0,0,40, <=50K,1
48,431513,6,0,0,65, >50K,0
25,456604,7,0,0,40, <=50K,1
46,29696,9,0,0,40, >50K,0
35,190387,13,0,0,45, <=50K,1
41,142579,13,0,0,50, <=50K,1
22,232742,10,0,0,40, <=50K,1
31,80145,10,0,0,40, <=50K,1
51,228516,9,0,0,45, <=50K,1
23,118693,11,0,0,40, <=50K,1
45,204205,10,0,0,50, >50K,0
43,172401,9,0,0,40, >50K,0
38,343403,12,0,0,16, <=50K,1
51,41474,6,0,0,40, <=50K,1
50,120781,13,0,0,60, >50K,0
45,102096,13,0,0,40, >50K,0
27,60288,14,0,0,40, <=50K,1
39,189632,9,0,0,40, >50K,0
39,487486,9,0,0,40, <=50K,1
29,283760,13,0,0,40, <=50K,1
31,189759,12,0,0,40, <=50K,1
17,254859,7,0,0,20, <=50K,1
42,138662,10,0,0,40, <=50K,1
56,133025,9,0,0,50, <=50K,1
29,89813,9,0,0,40, <=50K,1
39,108540,9,0,0,40, <=50K,1
51,209320,15,3325,0,40, <=50K,1
25,72338,9,0,0,40, <=50K,1
39,48063,10,0,0,60, <=50K,1
20,279538,7,2961,0,35, <=50K,1
30,19302,10,7688,0,40, >50K,0
19,27382,10,0,0,40, <=50K,1
28,480861,9,0,0,45, <=50K,1
35,89508,9,0,0,50, >50K,0
21,596776,10,0,0,40, <=50K,1
26,57512,9,0,0,40, <=50K,1
27,216013,9,0,0,40, <=50K,1
56,146326,9,0,0,50, <=50K,1
28,249541,10,0,0,40, <=50K,1
21,258490,10,0,0,20, <=50K,1
48,171095,12,0,0,40, <=50K,1
42,99254,12,0,0,40, >50K,0
21,451996,9,0,0,40, <=50K,1
43,96102,10,0,1887,40, >50K,0
72,74141,5,0,0,48, >50K,0
30,251825,12,0,0,40, <=50K,1
24,201680,9,0,0,40, <=50K,1
46,207301,9,0,0,37, <=50K,1
21,198050,9,0,0,28, <=50K,1
50,198681,10,0,0,70, >50K,0
19,143867,10,0,0,40, <=50K,1
57,173796,9,0,1887,40, >50K,0
22,192017,9,0,0,40, <=50K,1
54,306985,10,0,0,40, <=50K,1
38,203761,11,2354,0,40, <=50K,1
28,339897,2,0,0,43, <=50K,1
19,236396,7,0,0,40, <=50K,1
28,69107,9,0,0,40, <=50K,1
58,319733,9,0,0,70, <=50K,1
59,184948,11,0,0,48, <=50K,1
28,129460,6,0,2238,35, <=50K,1
56,158752,14,0,0,50, <=50K,1
17,140027,7,0,0,25, <=50K,1
41,104892,14,0,0,40, >50K,0
44,59474,9,0,0,40, >50K,0
44,120057,12,4386,0,45, >50K,0
36,224886,9,0,0,40, <=50K,1
19,170125,9,0,0,40, <=50K,1
21,257781,10,0,1719,30, <=50K,1
55,141877,13,0,0,40, <=50K,1
19,299598,9,0,0,16, <=50K,1
23,173679,10,0,0,40, <=50K,1
42,212847,9,0,0,85, <=50K,1
48,155664,13,0,0,35, >50K,0
26,258306,6,0,0,99, <=50K,1
41,173938,15,0,0,50, >50K,0
65,171584,13,0,0,40, <=50K,1
32,194740,13,0,1902,40, >50K,0
42,245565,13,0,0,12, <=50K,1
17,271837,10,0,0,16, <=50K,1
22,105043,10,0,0,40, <=50K,1
41,424478,10,0,0,45, >50K,0
45,133969,9,0,0,50, >50K,0
19,117444,9,0,0,30, <=50K,1
21,246207,10,0,0,20, <=50K,1
30,293512,11,0,0,40, <=50K,1
33,157747,5,0,0,70, <=50K,1
40,87771,9,0,1628,45, <=50K,1
49,224393,13,0,0,55, >50K,0
39,286261,14,0,0,40, <=50K,1
28,314659,10,0,0,42, <=50K,1
34,134886,9,0,1740,35, <=50K,1
40,197919,12,0,0,40, <=50K,1
23,348092,9,0,0,40, <=50K,1
32,226535,9,0,0,40, <=50K,1
59,144071,9,0,0,40, >50K,0
39,38721,9,0,0,22, <=50K,1
72,76860,9,0,0,1, <=50K,1
17,202521,6,0,0,15, <=50K,1
47,158451,10,0,0,45, <=50K,1
25,312157,10,0,0,40, <=50K,1
18,395567,9,0,0,40, <=50K,1
40,99679,15,0,0,60, >50K,0
28,214702,13,0,0,60, <=50K,1
33,348152,9,0,0,40, <=50K,1
39,283338,13,7298,0,40, >50K,0
50,64667,9,0,0,60, <=50K,1
65,240857,13,0,2377,40, >50K,0
64,200017,9,0,0,20, <=50K,1
33,170769,16,99999,0,60, >50K,0
48,273435,9,0,1579,40, <=50K,1
20,266015,10,0,0,44, <=50K,1
46,57914,9,0,0,40, <=50K,1
56,28729,7,0,0,40, <=50K,1
37,126675,10,0,0,57, <=50K,1
45,32356,13,0,0,51, <=50K,1
23,145389,10,0,0,40, <=50K,1
39,250217,9,0,0,70, <=50K,1
49,169042,9,0,625,40, <=50K,1
58,236596,10,0,0,40, >50K,0
38,199816,9,0,0,40, <=50K,1
20,137876,10,0,0,40, <=50K,1
22,202745,9,0,0,55, <=50K,1
46,102308,15,15024,0,50, >50K,0
27,150025,9,0,0,40, <=50K,1
47,198223,10,0,0,40, <=50K,1
32,202498,7,0,0,40, <=50K,1
21,357029,10,2105,0,20, <=50K,1
41,423217,13,0,0,50, <=50K,1
26,182178,10,2829,0,40, <=50K,1
40,145439,3,4064,0,40, <=50K,1
38,110426,16,7688,0,40, >50K,0
26,105059,5,0,0,20, <=50K,1
42,267252,14,0,0,45, >50K,0
21,230429,9,0,0,35, <=50K,1
44,242521,13,7688,0,50, >50K,0
47,431515,11,0,0,40, >50K,0
49,198774,13,0,0,35, <=50K,1
25,328697,10,0,0,45, <=50K,1
59,296253,14,8614,0,60, >50K,0
20,47541,10,0,0,30, <=50K,1
26,167350,9,0,0,30, <=50K,1
23,103277,10,0,0,24, <=50K,1
43,132393,9,0,0,40, <=50K,1
27,148069,6,0,0,40, <=50K,1
28,287268,10,0,0,35, <=50K,1
28,71733,10,0,0,15, <=50K,1
46,185291,7,0,0,45, >50K,0
23,103064,13,0,0,40, <=50K,1
23,193949,13,0,0,60, <=50K,1
39,491000,13,0,0,45, <=50K,1
52,145081,4,0,0,40, <=50K,1
32,162604,9,0,0,40, <=50K,1
34,30497,13,15024,0,60, >50K,0
53,166368,10,0,0,40, <=50K,1
26,57600,13,0,0,40, <=50K,1
37,125933,12,7688,0,50, >50K,0
17,316929,8,0,0,20, <=50K,1
50,74660,10,0,0,40, <=50K,1
34,405577,10,0,0,40, <=50K,1
25,156334,6,0,0,40, <=50K,1
25,192321,12,0,0,80, <=50K,1
42,154374,9,0,0,50, >50K,0
56,153451,10,0,0,35, <=50K,1
27,188171,6,0,0,60, <=50K,1
42,130126,13,0,1977,40, >50K,0
51,249706,10,0,0,40, <=50K,1
46,226871,13,0,0,50, >50K,0
52,208302,9,0,0,60, <=50K,1
56,211804,13,15024,0,50, >50K,0
53,208570,9,0,0,26, <=50K,1
38,215646,9,0,0,40, <=50K,1
36,35429,10,0,0,60, <=50K,1
57,175942,10,0,0,50, >50K,0
36,295127,9,0,0,84, <=50K,1
57,213975,9,0,0,30, <=50K,1
23,376383,9,0,0,35, <=50K,1
26,84619,13,0,0,40, >50K,0
38,187411,9,0,0,40, >50K,0
34,93834,9,0,0,8, <=50K,1
52,152373,9,2105,0,40, <=50K,1
31,446358,16,0,0,50, >50K,0
24,107882,9,0,0,40, <=50K,1
27,127796,3,0,0,35, <=50K,1
26,266912,9,0,0,50, >50K,0
42,178074,9,0,0,40, <=50K,1
60,97030,13,0,0,35, <=50K,1
44,127592,13,0,0,40, <=50K,1
21,231573,10,0,0,40, <=50K,1
33,170336,9,0,0,19, <=50K,1
57,110417,9,99999,0,40, >50K,0
43,160815,11,0,0,40, <=50K,1
21,156687,10,0,0,30, <=50K,1
30,350979,9,0,0,40, <=50K,1
81,193237,2,0,0,45, <=50K,1
17,103851,7,1055,0,20, <=50K,1
42,153414,13,0,0,40, >50K,0
52,217210,9,0,0,40, <=50K,1
43,221172,15,0,1977,40, >50K,0
34,156464,13,0,0,85, >50K,0
40,247469,16,0,0,30, >50K,0
20,381357,5,0,0,28, <=50K,1
37,161226,9,0,0,30, >50K,0
29,163265,9,0,0,40, <=50K,1
23,292023,9,0,0,45, <=50K,1
20,247794,9,0,0,84, <=50K,1
71,250263,10,3432,0,30, <=50K,1
28,144063,9,0,0,40, <=50K,1
47,235986,9,0,0,50, <=50K,1
42,188808,13,0,0,30, <=50K,1
41,324629,13,0,0,40, <=50K,1
43,34218,10,0,0,40, <=50K,1
22,243923,9,0,0,80, <=50K,1
41,96635,9,0,0,60, <=50K,1
22,367655,10,0,0,40, <=50K,1
61,213321,9,0,0,40, <=50K,1
42,175526,9,0,0,40, <=50K,1
21,409230,10,0,0,30, <=50K,1
45,149218,13,0,0,77, <=50K,1
27,295799,10,0,0,40, <=50K,1
24,109053,9,0,0,25, <=50K,1
19,254247,8,0,0,38, <=50K,1
25,199472,11,0,0,38, <=50K,1
52,139176,9,0,0,8, <=50K,1
35,316141,10,7443,0,40, <=50K,1
33,287908,10,0,0,50, >50K,0
33,176711,13,0,0,40, <=50K,1
47,236805,10,0,0,60, <=50K,1
32,340940,13,0,0,40, <=50K,1
26,370727,13,0,1977,40, >50K,0
42,54611,10,0,0,40, <=50K,1
23,208503,10,0,0,40, <=50K,1
24,255474,7,0,0,40, <=50K,1
63,247986,15,0,0,30, >50K,0
48,99086,13,0,0,50, <=50K,1
61,26254,9,0,0,40, <=50K,1
41,32016,9,0,0,62, <=50K,1
47,215620,14,15024,0,55, >50K,0
41,223671,9,0,1887,55, >50K,0
47,188386,14,0,0,38, <=50K,1
42,136986,13,0,0,40, >50K,0
31,226624,5,0,0,60, <=50K,1
40,75313,13,7688,0,66, >50K,0
50,163921,4,0,0,40, <=50K,1
28,141957,12,0,1887,70, >50K,0
36,247600,12,0,0,40, <=50K,1
20,183083,10,0,0,20, <=50K,1
43,152569,11,0,2339,36, <=50K,1
34,143699,9,0,0,15, <=50K,1
38,239397,4,0,0,36, <=50K,1
37,143771,9,0,0,60, >50K,0
50,143953,9,0,0,65, >50K,0
33,196266,9,0,0,40, >50K,0
29,157941,13,0,0,40, <=50K,1
35,105813,13,0,0,48, >50K,0
47,123681,14,7688,0,60, >50K,0
32,222654,6,0,0,40, <=50K,1
38,77820,9,0,0,40, >50K,0
25,469572,10,8614,0,40, >50K,0
42,77373,10,0,0,38, <=50K,1
39,509060,10,0,0,40, <=50K,1
54,82566,12,0,0,45, <=50K,1
31,116677,9,0,0,40, <=50K,1
45,255014,10,0,0,55, >50K,0
34,195136,13,0,1887,40, >50K,0
32,94041,9,0,0,25, <=50K,1
27,197905,10,0,0,40, <=50K,1
34,136997,9,0,0,35, <=50K,1
37,205339,10,0,0,40, >50K,0
19,230874,10,0,0,40, <=50K,1
32,54782,10,0,0,40, <=50K,1
39,49020,13,3103,0,48, >50K,0
53,260106,15,0,0,50, <=50K,1
40,241895,10,0,0,40, <=50K,1
22,51111,10,0,0,40, <=50K,1
20,241752,9,0,0,40, <=50K,1
58,217775,9,7298,0,40, >50K,0
27,198197,13,0,0,45, <=50K,1
26,260614,9,0,0,40, <=50K,1
55,436861,14,14084,0,40, >50K,0
29,410351,13,0,0,40, <=50K,1
44,129100,7,0,0,60, <=50K,1
21,72119,10,0,0,45, <=50K,1
48,379883,14,0,0,40, >50K,0
43,191429,4,0,0,25, <=50K,1
50,65160,13,0,0,40, <=50K,1
46,215895,13,0,0,40, >50K,0
29,53434,11,0,0,60, >50K,0
45,175958,5,0,0,40, <=50K,1
33,169879,13,3103,0,47, >50K,0
36,231052,9,0,0,35, <=50K,1
20,157595,9,0,0,40, <=50K,1
18,345285,7,0,0,20, <=50K,1
27,131298,6,0,0,48, <=50K,1
29,151476,10,0,0,40, <=50K,1
40,347890,13,0,0,40, >50K,0
35,190895,13,0,0,25, <=50K,1
37,64922,13,0,0,70, <=50K,1
21,275421,10,0,0,40, <=50K,1
37,257042,9,1506,0,40, <=50K,1
36,251730,10,0,0,60, >50K,0
39,65382,10,0,0,40, <=50K,1
23,227594,8,0,0,40, <=50K,1
45,238567,13,0,0,40, >50K,0
33,202366,9,0,0,32, <=50K,1
40,209040,9,0,0,40, <=50K,1
43,113211,9,0,0,40, <=50K,1
20,236804,9,0,0,40, <=50K,1
43,191712,13,0,1741,40, <=50K,1
55,31905,14,0,1977,40, >50K,0
19,145234,10,0,0,30, <=50K,1
51,216475,13,0,1564,43, >50K,0
35,30529,9,0,0,40, <=50K,1
49,173115,6,4416,0,99, <=50K,1
19,206777,9,0,0,40, <=50K,1
33,98145,10,0,0,30, <=50K,1
34,56883,10,0,0,40, <=50K,1
28,114158,13,0,0,15, <=50K,1
45,338105,10,0,0,40, <=50K,1
60,198815,12,0,0,20, <=50K,1
50,220640,14,0,0,50, >50K,0
54,229272,9,0,0,40, >50K,0
30,33124,9,0,0,14, <=50K,1
66,192504,14,0,0,40, <=50K,1
24,182342,13,0,0,40, <=50K,1
35,230054,4,0,0,40, <=50K,1
49,171301,9,0,0,40, <=50K,1
52,31838,9,0,0,40, <=50K,1
41,340682,9,0,0,40, <=50K,1
20,340217,9,0,0,40, <=50K,1
36,263130,14,0,0,40, <=50K,1
40,114537,11,0,0,50, >50K,0
58,450544,13,0,0,40, >50K,0
41,69333,9,0,0,45, >50K,0
42,24763,16,15024,0,40, >50K,0
27,206889,12,0,0,40, <=50K,1
43,214781,14,0,0,45, <=50K,1
29,24153,10,0,0,40, <=50K,1
30,342709,9,0,0,40, <=50K,1
25,289980,9,0,0,35, <=50K,1
37,160920,12,0,0,40, <=50K,1
48,370119,10,0,0,40, >50K,0
37,324947,13,0,0,40, <=50K,1
36,80743,9,0,0,40, <=50K,1
18,270502,7,0,0,20, <=50K,1
23,269687,11,0,0,40, <=50K,1
41,277192,3,0,0,40, <=50K,1
35,89040,13,0,0,40, >50K,0
36,215503,9,0,0,65, <=50K,1
20,235442,10,0,0,35, <=50K,1
39,144688,9,0,0,50, <=50K,1
47,379118,4,0,0,60, >50K,0
41,265266,12,0,0,40, <=50K,1
52,113094,13,0,1092,40, <=50K,1
21,170456,10,0,0,35, <=50K,1
32,205581,10,0,0,50, <=50K,1
45,155659,10,0,0,40, >50K,0
23,201145,9,0,0,65, <=50K,1
33,231826,2,0,0,40, <=50K,1
44,476391,10,0,0,40, <=50K,1
47,418961,11,0,0,25, <=50K,1
37,164898,10,0,0,52, <=50K,1
17,401198,7,0,0,15, <=50K,1
25,130513,12,0,0,40, <=50K,1
80,26865,4,0,0,20, <=50K,1
32,206365,9,0,0,40, <=50K,1
32,390157,13,0,0,40, <=50K,1
43,144778,9,0,0,50, >50K,0
52,71768,10,0,0,40, <=50K,1
41,155657,7,0,0,40, <=50K,1
32,198452,9,0,0,40, <=50K,1
64,111795,13,0,0,45, >50K,0
22,140001,13,0,0,40, <=50K,1
57,34297,4,0,0,40, >50K,0
35,61343,10,0,0,45, <=50K,1
27,230563,9,0,0,40, <=50K,1
26,93806,10,0,0,55, <=50K,1
52,191529,13,0,0,40, <=50K,1
42,341638,7,0,0,40, <=50K,1
24,188505,13,0,0,40, >50K,0
27,204648,11,0,0,40, <=50K,1
23,384651,10,0,0,40, <=50K,1
51,111939,13,0,0,50, >50K,0
51,200576,13,0,0,40, <=50K,1
47,238185,13,0,0,40, <=50K,1
45,201699,11,0,0,40, >50K,0
28,210945,13,0,0,60, <=50K,1
25,134113,13,0,0,30, <=50K,1
34,131552,9,0,0,40, <=50K,1
34,80933,9,0,1672,40, <=50K,1
48,242406,7,0,0,40, <=50K,1
19,272063,9,0,0,35, <=50K,1
38,99138,13,0,0,38, <=50K,1
59,195835,9,0,0,60, <=50K,1
37,102936,13,0,0,55, <=50K,1
49,558183,11,0,0,40, <=50K,1
45,162915,10,0,0,50, <=50K,1
21,176690,10,0,0,24, <=50K,1
22,378104,9,0,0,40, <=50K,1
34,509364,9,0,0,30, <=50K,1
33,176711,12,0,0,50, <=50K,1
74,236012,4,0,0,20, <=50K,1
20,193416,10,0,0,40, <=50K,1
54,118365,6,0,0,10, <=50K,1
23,235722,10,0,0,20, <=50K,1
21,129980,5,0,0,40, <=50K,1
51,159604,10,0,0,40, >50K,0
30,289442,9,0,0,40, <=50K,1
25,112847,9,0,0,40, <=50K,1
28,266070,15,0,0,50, <=50K,1
46,134727,7,0,0,43, <=50K,1
36,30267,9,0,0,50, <=50K,1
40,141649,11,0,0,40, >50K,0
59,223215,10,0,0,42, <=50K,1
27,167405,9,0,0,40, <=50K,1
28,339372,10,0,0,40, <=50K,1
48,212120,9,0,0,40, >50K,0
40,187702,10,0,0,50, >50K,0
36,144154,9,0,0,40, <=50K,1
40,123557,10,0,0,40, <=50K,1
47,178341,13,4064,0,60, <=50K,1
23,33423,10,0,0,30, <=50K,1
27,179915,13,0,0,99, <=50K,1
28,50512,13,2202,0,50, <=50K,1
34,516337,7,0,0,40, <=50K,1
32,185410,9,0,0,40, <=50K,1
30,210906,9,0,0,40, <=50K,1
42,53727,9,0,0,40, <=50K,1
38,37683,15,99999,0,57, >50K,0
18,156950,9,0,0,35, <=50K,1
41,216116,9,0,0,40, <=50K,1
36,278576,9,0,0,50, <=50K,1
38,299036,13,0,0,55, >50K,0
24,326587,10,0,0,40, <=50K,1
29,29616,9,0,0,65, <=50K,1
32,370160,10,0,0,40, <=50K,1
77,147284,9,0,0,14, <=50K,1
32,103078,13,0,0,40, <=50K,1
19,271521,9,0,0,24, <=50K,1
25,137951,9,0,0,30, <=50K,1
23,185554,13,0,0,40, <=50K,1
44,203943,13,0,0,35, >50K,0
40,224361,5,0,0,5, <=50K,1
24,230229,3,0,0,40, <=50K,1
50,175070,15,0,0,45, >50K,0
34,202046,9,0,0,35, >50K,0
35,144322,12,0,0,50, <=50K,1
18,174926,5,0,0,15, <=50K,1
51,215854,13,0,0,50, <=50K,1
44,317320,10,0,0,40, <=50K,1
37,160910,9,0,0,40, <=50K,1
56,93415,9,0,0,40, <=50K,1
39,151248,10,0,0,35, <=50K,1
20,34310,10,0,0,20, <=50K,1
24,329408,7,0,0,40, <=50K,1
45,162187,13,0,0,52, >50K,0
57,437281,10,0,0,38, >50K,0
29,105598,10,0,0,58, <=50K,1
34,127651,13,0,0,60, <=50K,1
41,206565,10,0,0,45, <=50K,1
24,379066,10,0,2205,24, <=50K,1
35,153633,10,0,0,40, <=50K,1
29,190330,10,0,0,10, <=50K,1
19,175495,9,0,0,24, <=50K,1
82,42435,6,0,0,20, <=50K,1
43,96102,14,0,0,50, <=50K,1
48,43206,15,0,0,25, <=50K,1
31,207505,16,0,1977,70, >50K,0
70,188260,9,0,0,16, <=50K,1
21,109414,10,0,1974,40, <=50K,1
36,89040,7,0,0,47, <=50K,1
54,117674,10,0,0,40, <=50K,1
21,221480,10,0,0,25, <=50K,1
32,335427,13,0,0,20, >50K,0
39,149943,14,0,0,40, <=50K,1
59,23789,9,0,0,40, >50K,0
24,240137,2,0,0,55, <=50K,1
25,51498,8,0,0,40, <=50K,1
23,214120,9,0,0,40, <=50K,1
43,212894,13,15024,0,50, >50K,0
36,185360,9,0,0,60, <=50K,1
25,166415,9,0,0,52, <=50K,1
40,182302,9,0,0,40, <=50K,1
51,280093,9,0,0,40, <=50K,1
36,165799,14,0,0,50, >50K,0
32,981628,9,0,0,40, <=50K,1
52,129177,9,0,0,40, <=50K,1
28,215014,9,0,0,50, <=50K,1
25,182380,9,0,0,40, <=50K,1
34,114955,12,0,0,40, <=50K,1
37,111129,10,0,0,45, <=50K,1
39,124090,5,0,0,40, <=50K,1
35,175769,9,0,0,65, >50K,0
37,37109,9,0,0,60, <=50K,1
34,23778,13,0,0,50, <=50K,1
46,163352,9,0,0,36, <=50K,1
34,155343,9,0,1848,50, >50K,0
21,351084,9,0,0,40, <=50K,1
19,175499,7,0,0,30, <=50K,1
53,120839,8,0,0,40, <=50K,1
54,172962,13,0,1340,40, <=50K,1
25,95691,9,0,0,30, <=50K,1
30,226443,14,0,1887,45, >50K,0
20,114357,10,0,0,40, <=50K,1
61,210488,9,0,0,50, >50K,0
45,160647,13,4687,0,35, >50K,0
40,210275,9,0,0,40, <=50K,1
25,144483,9,0,0,40, <=50K,1
30,226443,13,0,0,50, >50K,0
45,368947,13,0,0,40, <=50K,1
18,335665,7,0,0,24, <=50K,1
43,64631,9,15024,0,50, >50K,0
41,144032,9,0,0,60, <=50K,1
31,174704,9,0,0,50, <=50K,1
42,185413,13,0,0,40, <=50K,1
48,85341,13,0,0,45, <=50K,1
23,231160,10,0,0,25, <=50K,1
44,120277,13,15024,0,50, >50K,0
56,107165,9,0,0,18, <=50K,1
30,296462,14,0,0,30, <=50K,1
43,255835,10,0,0,40, <=50K,1
43,245842,9,0,0,44, <=50K,1
42,238188,9,0,0,96, <=50K,1
57,250201,9,0,0,50, <=50K,1
42,70655,9,0,0,44, <=50K,1
19,144911,10,0,0,20, <=50K,1
46,132912,9,0,0,45, >50K,0
52,76860,9,0,0,8, <=50K,1
22,216563,9,0,0,40, <=50K,1
37,69251,10,0,0,40, <=50K,1
62,185503,13,0,0,50, >50K,0
41,112797,14,0,0,60, <=50K,1
33,156015,13,0,0,40, >50K,0
45,77764,12,0,0,40, <=50K,1
19,197714,9,0,0,35, <=50K,1
33,362747,10,0,0,35, <=50K,1
24,41356,10,0,0,40, <=50K,1
76,237624,4,0,0,10, <=50K,1
19,374262,8,0,0,20, <=50K,1
20,189203,12,0,0,20, <=50K,1
44,343190,10,0,1887,55, >50K,0
29,440647,10,0,0,40, <=50K,1
42,171841,15,0,0,60, <=50K,1
41,143003,11,7298,0,60, >50K,0
36,526968,6,0,0,40, <=50K,1
50,99925,9,0,0,32, <=50K,1
44,335248,10,0,0,40, <=50K,1
30,131588,9,0,0,45, <=50K,1
33,280111,7,0,0,38, <=50K,1
43,152617,10,0,0,40, <=50K,1
24,311376,13,0,0,40, <=50K,1
41,97064,11,0,0,44, <=50K,1
42,363591,9,0,0,40, <=50K,1
40,115331,9,0,0,35, <=50K,1
34,175878,10,0,0,40, <=50K,1
38,218184,3,0,0,40, <=50K,1
32,377017,12,0,0,40, <=50K,1
17,266134,6,0,0,12, <=50K,1
46,271828,9,0,0,40, >50K,0
30,355571,9,0,0,40, <=50K,1
64,211222,13,0,0,40, <=50K,1
41,92775,13,0,0,60, >50K,0
39,112284,14,0,0,40, <=50K,1
28,142264,5,0,0,50, <=50K,1
30,91145,9,0,0,55, <=50K,1
31,159589,9,0,0,85, <=50K,1
69,204645,10,9386,0,72, >50K,0
42,147099,9,0,0,30, <=50K,1
52,245275,6,0,0,35, <=50K,1
42,180985,6,99999,0,40, >50K,0
20,195411,9,0,0,20, <=50K,1
63,124242,9,0,0,40, <=50K,1
44,161819,9,0,0,40, >50K,0
45,189802,10,0,0,40, <=50K,1
19,39756,10,0,0,15, <=50K,1
19,234519,10,0,0,35, <=50K,1
48,130812,9,0,0,40, <=50K,1
21,226145,10,0,0,30, <=50K,1
20,178628,10,0,0,40, <=50K,1
53,82783,9,0,0,40, <=50K,1
38,110713,12,0,0,50, >50K,0
36,255191,14,0,1408,40, <=50K,1
29,215504,9,0,0,40, <=50K,1
17,214787,8,0,0,25, <=50K,1
42,1125613,9,0,0,40, <=50K,1
29,267989,13,0,0,50, >50K,0
33,289046,9,0,1741,40, <=50K,1
35,195744,9,0,0,50, <=50K,1
39,119098,11,0,0,40, <=50K,1
64,266080,9,0,0,35, <=50K,1
64,272531,9,0,0,40, >50K,0
37,179137,10,0,0,39, <=50K,1
36,52327,14,0,0,40, >50K,0
44,187322,13,0,0,40, <=50K,1
30,186420,13,0,0,35, <=50K,1
49,169818,9,0,0,40, >50K,0
29,490332,10,0,0,45, >50K,0
35,340110,13,0,1848,70, >50K,0
42,294431,14,0,0,40, <=50K,1
55,320835,13,0,0,50, >50K,0
53,33304,15,0,0,38, >50K,0
50,132716,10,0,0,50, >50K,0
53,71772,16,0,0,50, <=50K,1
46,144351,14,0,0,40, >50K,0
34,168906,12,0,0,35, <=50K,1
50,306707,9,0,0,12, <=50K,1
66,213477,4,0,0,10, <=50K,1
39,176186,10,0,0,40, >50K,0
36,252327,3,0,0,40, <=50K,1
62,254534,10,0,0,40, <=50K,1
35,153790,10,0,0,40, <=50K,1
27,151382,4,0,974,40, <=50K,1
27,367390,10,0,0,50, <=50K,1
29,87905,9,10520,0,40, >50K,0
43,188786,10,0,0,45, <=50K,1
56,193622,9,0,0,40, <=50K,1
23,419394,10,0,0,9, <=50K,1
